Ethnicity,Gender,Derived Residency,College,Headcounts,Academic_Yr,('Admitted')
Decline to State,Female,CA Resident,Clg of Environmental Design,7,2008-09,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,5,2009-10,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,4,2010-11,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,5,2011-12,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,2,2012-13,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,2,2013-14,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,1,2014-15,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,6,2015-16,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,0,2016-17,(Admitted)
Decline to State,Female,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,342,1996-97,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,342,1997-98,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,662,1998-99,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,435,1999-00,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,467,2000-01,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,465,2001-02,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,460,2002-03,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,536,2003-04,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,448,2004-05,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,409,2005-06,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,417,2006-07,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,405,2007-08,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,419,2008-09,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,381,2009-10,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,284,2010-11,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,157,2011-12,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,160,2012-13,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,148,2013-14,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,135,2014-15,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,186,2015-16,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,107,2016-17,(Admitted)
Decline to State,Female,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,14,1996-97,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,18,1997-98,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,40,1998-99,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,15,1999-00,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,34,2000-01,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,34,2001-02,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,24,2002-03,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,29,2003-04,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,36,2004-05,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,21,2005-06,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,23,2006-07,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,26,2007-08,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,30,2008-09,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,25,2009-10,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,32,2010-11,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,15,2011-12,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,16,2012-13,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,8,2013-14,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,13,2014-15,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,12,2015-16,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,8,2016-17,(Admitted)
Decline to State,Female,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,3,1997-98,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,2,1998-99,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,1999-00,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2000-01,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2001-02,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,2,2002-03,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,3,2003-04,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2004-05,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2005-06,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,,2006-07,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,,2007-08,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,2,2008-09,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,2,2009-10,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2010-11,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,,2011-12,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,2,2012-13,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,3,2013-14,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,3,2014-15,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,,2015-16,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,1,2016-17,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,6,1996-97,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,3,1997-98,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,3,1998-99,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,4,1999-00,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,3,2000-01,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,3,2001-02,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,,2002-03,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,1,2003-04,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,4,2004-05,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,2,2005-06,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,5,2006-07,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,1,2007-08,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,5,2008-09,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,6,2009-10,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,11,2010-11,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,5,2011-12,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,2,2012-13,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,8,2013-14,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,9,2014-15,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,11,2015-16,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,3,2016-17,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,1996-97,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,3,1997-98,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,1998-99,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,1999-00,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,1,2000-01,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,1,2001-02,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,4,2002-03,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,2003-04,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,2004-05,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,2005-06,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,2,2006-07,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,3,2007-08,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,4,2008-09,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,4,2009-10,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,1,2010-11,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,,2011-12,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,,2012-13,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,,2013-14,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,,2014-15,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,1,2015-16,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,0,2016-17,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Environmental Design,0,2017-18,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,38,1996-97,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,32,1997-98,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,92,1998-99,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,59,1999-00,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,62,2000-01,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,52,2001-02,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,48,2002-03,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,44,2003-04,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,44,2004-05,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,51,2005-06,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,46,2006-07,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,55,2007-08,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,59,2008-09,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,33,2009-10,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,69,2010-11,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,43,2011-12,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,49,2012-13,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,59,2013-14,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,53,2014-15,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,53,2015-16,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,50,2016-17,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,3,1997-98,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,2,1998-99,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,2,1999-00,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,3,2000-01,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,2,2001-02,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,4,2002-03,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,5,2003-04,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,7,2004-05,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,5,2005-06,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,1,2006-07,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,7,2007-08,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,7,2008-09,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,3,2009-10,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,7,2010-11,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,6,2011-12,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,5,2012-13,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,3,2013-14,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,2,2014-15,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,8,2015-16,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,4,2016-17,(Admitted)
Decline to State,Female,Out of State Domestic,Clg of Natural Resources,0,2017-18,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,17,1996-97,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,11,1997-98,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,18,1998-99,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,13,1999-00,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,20,2000-01,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,18,2001-02,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,13,2002-03,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,17,2003-04,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,11,2004-05,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,9,2005-06,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,18,2006-07,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,13,2007-08,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,12,2008-09,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,13,2009-10,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,13,2010-11,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,3,2011-12,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,4,2012-13,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,7,2013-14,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,6,2014-15,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,10,2015-16,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,4,2016-17,(Admitted)
Decline to State,Male,CA Resident,Clg of Chemistry,0,2017-18,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,44,1996-97,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,57,1997-98,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,86,1998-99,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,85,1999-00,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,82,2000-01,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,97,2001-02,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,71,2002-03,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,72,2003-04,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,63,2004-05,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,85,2005-06,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,79,2006-07,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,74,2007-08,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,94,2008-09,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,70,2009-10,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,62,2010-11,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,31,2011-12,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,33,2012-13,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,34,2013-14,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,26,2014-15,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,38,2015-16,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,13,2016-17,(Admitted)
Decline to State,Male,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,5,1996-97,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,4,1997-98,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,13,1998-99,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,4,1999-00,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,9,2000-01,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,13,2001-02,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,6,2002-03,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,8,2003-04,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,8,2004-05,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,4,2005-06,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,6,2006-07,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,6,2007-08,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,5,2008-09,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,2,2009-10,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,5,2010-11,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,1,2011-12,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,1,2012-13,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,,2013-14,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,2,2014-15,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,2,2015-16,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,1,2016-17,(Admitted)
Decline to State,Male,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,264,1996-97,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,283,1997-98,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,523,1998-99,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,328,1999-00,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,312,2000-01,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,322,2001-02,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,242,2002-03,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,319,2003-04,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,327,2004-05,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,262,2005-06,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,280,2006-07,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,252,2007-08,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,270,2008-09,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,220,2009-10,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,202,2010-11,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,114,2011-12,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,116,2012-13,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,109,2013-14,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,104,2014-15,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,110,2015-16,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,73,2016-17,(Admitted)
Decline to State,Male,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,16,1996-97,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,14,1997-98,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,33,1998-99,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,14,1999-00,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,17,2000-01,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,21,2001-02,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,12,2002-03,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,11,2003-04,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,18,2004-05,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,17,2005-06,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,12,2006-07,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,20,2007-08,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,22,2008-09,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,12,2009-10,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,10,2010-11,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,4,2011-12,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,9,2012-13,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,4,2013-14,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,5,2014-15,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,5,2015-16,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,3,2016-17,(Admitted)
Decline to State,Male,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,1,1996-97,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,2,1997-98,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,6,1998-99,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,2,1999-00,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2000-01,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,3,2001-02,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2002-03,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,5,2003-04,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,,2004-05,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,1,2005-06,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2006-07,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,2,2007-08,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2008-09,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2009-10,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,6,2010-11,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,2,2011-12,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,1,2012-13,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,1,2013-14,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,7,2014-15,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,2,2015-16,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,4,2016-17,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,9,1996-97,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,13,1997-98,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,28,1998-99,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,11,1999-00,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,14,2000-01,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,17,2001-02,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,10,2002-03,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,7,2003-04,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,11,2004-05,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,11,2005-06,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,13,2006-07,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,10,2007-08,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,14,2008-09,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,12,2009-10,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,30,2010-11,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,17,2011-12,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,9,2012-13,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,11,2013-14,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,11,2014-15,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,13,2015-16,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,8,2016-17,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,1996-97,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,1997-98,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,4,1998-99,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,1999-00,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2000-01,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,3,2001-02,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2002-03,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,2003-04,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2004-05,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,2005-06,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,3,2006-07,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2007-08,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,2,2008-09,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2009-10,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,3,2010-11,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2011-12,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,2012-13,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,2013-14,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2014-15,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,,2015-16,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,1,2016-17,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Environmental Design,0,2017-18,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Letters & Science,36,1996-97,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Letters & Science,41,1997-98,(Admitted)
Decline to State,Male,Out of State Domestic,Clg of Letters & Science,76,1998-99,(Admitted)
